lang	lang_desc	denom	num	pct100str	pct100	denom_1	num_1	pct100str_1	pct100_1	denom_2	num_2	pct100str_2	pct100_2	denom_3	num_3	pct100str_3	pct100_3	denom_4	num_4	pct100str_4	pct100_4	denom_5	num_5	pct100str_5	pct100_5
prs	Dari	2499	415	16.6	16.606642657062824	503	106	21.1	21.073558648111334	503	87	17.3	17.296222664015904	500	99	19.8	19.8	500	68	13.6	13.6	493	55	11.2	11.156186612576064
za	Zhuang	2499	413	16.5	16.526610644257705	503	142	28.2	28.230616302186878	503	87	17.3	17.296222664015904	500	72	14.4	14.4	500	58	11.6	11.6	493	54	11.0	10.953346855983773
crh	Crimean Tatar	2499	411	16.4	16.44657863145258	503	117	23.3	23.26043737574553	503	88	17.5	17.495029821073558	500	85	17.0	17.0	500	70	14.0	14.0	493	51	10.3	10.344827586206897
gv	Manx	2499	410	16.4	16.40656262505002	503	101	20.1	20.07952286282306	503	80	15.9	15.904572564612327	500	84	16.8	16.8	500	82	16.4	16.4	493	63	12.8	12.778904665314402
or	Odia	2499	410	16.4	16.40656262505002	503	111	22.1	22.067594433399602	503	93	18.5	18.48906560636183	500	87	17.4	17.4	500	71	14.2	14.2	493	48	9.7	9.736308316430021
se	Northern Sami	2499	409	16.4	16.366546618647458	503	134	26.6	26.640159045725646	503	83	16.5	16.50099403578529	500	74	14.8	14.8	500	69	13.8	13.8	493	49	9.9	9.939148073022313
hsb	Upper Sorbian	2499	405	16.2	16.206482593037215	503	132	26.2	26.242544731610337	503	71	14.1	14.115308151093439	500	72	14.4	14.4	500	73	14.6	14.6	493	57	11.6	11.561866125760648
zdj	Ngazidja Comorian	2499	401	16.0	16.046418567426972	503	162	32.2	32.20675944333996	503	85	16.9	16.898608349900595	500	63	12.6	12.6	500	55	11.0	11.0	493	36	7.3	7.302231237322515
dphw	Egyptian	2499	366	14.6	14.645858343337334	503	122	24.3	24.254473161033797	503	75	14.9	14.910536779324056	500	63	12.6	12.6	500	64	12.8	12.8	493	42	8.5	8.519269776876268
os	Ossetian	2499	364	14.6	14.565826330532213	503	120	23.9	23.856858846918488	503	75	14.9	14.910536779324056	500	67	13.4	13.4	500	65	13.0	13.0	493	37	7.5	7.505070993914807
so	Somali	2499	352	14.1	14.08563425370148	503	119	23.7	23.658051689860834	503	68	13.5	13.518886679920477	500	63	12.6	12.6	500	61	12.2	12.2	493	41	8.3	8.316430020283976
kl	Greenlandic	2499	350	14.0	14.005602240896359	503	89	17.7	17.693836978131213	503	74	14.7	14.711729622266402	500	81	16.2	16.2	500	58	11.6	11.6	493	48	9.7	9.736308316430021
wuu	Wu	2499	347	13.9	13.885554221688675	503	114	22.7	22.664015904572565	503	74	14.7	14.711729622266402	500	65	13.0	13.0	500	51	10.2	10.2	493	43	8.7	8.72210953346856
gug	Paraguayan Guarani	2499	344	13.8	13.765506202480992	503	131	26.0	26.043737574552683	503	58	11.5	11.530815109343937	500	68	13.6	13.6	500	57	11.4	11.4	493	30	6.1	6.085192697768763
hak	Hakka	2499	339	13.6	13.565426170468188	503	111	22.1	22.067594433399602	503	68	13.5	13.518886679920477	500	70	14.0	14.0	500	49	9.8	9.8	493	41	8.3	8.316430020283976
lad	Ladino	2499	328	13.1	13.125250100040017	503	108	21.5	21.47117296222664	503	75	14.9	14.910536779324056	500	56	11.2	11.2	500	49	9.8	9.8	493	40	8.1	8.113590263691684
cdo	Eastern Min	2499	323	12.9	12.92517006802721	503	111	22.1	22.067594433399602	503	67	13.3	13.320079522862823	500	60	12.0	12.0	500	45	9.0	9.0	493	40	8.1	8.113590263691684
an	Aragonese	2499	318	12.7	12.725090036014405	503	113	22.5	22.46520874751491	503	59	11.7	11.72962226640159	500	54	10.8	10.8	500	53	10.6	10.6	493	39	7.9	7.910750507099391
zu	Zulu	2499	317	12.7	12.685074029611846	503	99	19.7	19.681908548707753	503	54	10.7	10.73558648111332	500	68	13.6	13.6	500	55	11.0	11.0	493	41	8.3	8.316430020283976
ab	Abkhaz	2499	317	12.7	12.685074029611846	503	103	20.5	20.47713717693837	503	64	12.7	12.723658051689862	500	59	11.8	11.8	500	53	10.6	10.6	493	38	7.7	7.707910750507099
cv	Chuvash	2499	308	12.3	12.324929971988796	503	94	18.7	18.687872763419485	503	62	12.3	12.326043737574553	500	61	12.2	12.2	500	51	10.2	10.2	493	40	8.1	8.113590263691684
rue	Carpathian Rusyn	2499	308	12.3	12.324929971988796	503	107	21.3	21.272365805168985	503	64	12.7	12.723658051689862	500	54	10.8	10.8	500	53	10.6	10.6	493	30	6.1	6.085192697768763
lmo	Lombard	2499	308	12.3	12.324929971988796	503	120	23.9	23.856858846918488	503	50	9.9	9.940357852882704	500	56	11.2	11.2	500	51	10.2	10.2	493	31	6.3	6.288032454361055
nap	Neapolitan	2499	307	12.3	12.284913965586234	503	135	26.8	26.8389662027833	503	50	9.9	9.940357852882704	500	43	8.6	8.6	500	46	9.2	9.2	493	33	6.7	6.693711967545639
bcl	Central Bikol	2499	300	12.0	12.004801920768307	503	92	18.3	18.290258449304176	503	56	11.1	11.133200795228628	500	65	13.0	13.0	500	51	10.2	10.2	493	36	7.3	7.302231237322515
tet	Tetum	2499	300	12.0	12.004801920768307	503	103	20.5	20.47713717693837	503	56	11.1	11.133200795228628	500	58	11.6	11.6	500	55	11.0	11.0	493	28	5.7	5.679513184584178
csb	Kashubian	2499	299	12.0	11.964785914365747	503	110	21.9	21.868787276341948	503	45	8.9	8.946322067594433	500	51	10.2	10.2	500	54	10.8	10.8	493	39	7.9	7.910750507099391
bho	Bhojpuri	2499	299	12.0	11.964785914365747	503	108	21.5	21.47117296222664	503	53	10.5	10.536779324055667	500	51	10.2	10.2	500	54	10.8	10.8	493	33	6.7	6.693711967545639
ti	Tigrinya	2499	298	11.9	11.924769907963185	503	82	16.3	16.302186878727635	503	64	12.7	12.723658051689862	500	60	12.0	12.0	500	53	10.6	10.6	493	39	7.9	7.910750507099391
xal	Kalmyk	2499	292	11.7	11.684673869547819	503	89	17.7	17.693836978131213	503	51	10.1	10.139165009940358	500	60	12.0	12.0	500	53	10.6	10.6	493	39	7.9	7.910750507099391
oj	Ojibwe	2499	292	11.7	11.684673869547819	503	88	17.5	17.495029821073558	503	58	11.5	11.530815109343937	500	54	10.8	10.8	500	54	10.8	10.8	493	38	7.7	7.707910750507099
yo	Yoruba	2499	289	11.6	11.564625850340136	503	101	20.1	20.07952286282306	503	59	11.7	11.72962226640159	500	48	9.6	9.6	500	51	10.2	10.2	493	30	6.1	6.085192697768763
av	Avar	2499	282	11.3	11.28451380552221	503	93	18.5	18.48906560636183	503	54	10.7	10.73558648111332	500	49	9.8	9.8	500	55	11.0	11.0	493	31	6.3	6.288032454361055
orv	Old East Slavic	2499	280	11.2	11.204481792717086	503	106	21.1	21.073558648111334	503	53	10.5	10.536779324055667	500	42	8.4	8.4	500	45	9.0	9.0	493	34	6.9	6.896551724137931
khb	Lü	2499	278	11.1	11.124449779911965	503	101	20.1	20.07952286282306	503	57	11.3	11.332007952286283	500	43	8.6	8.6	500	41	8.2	8.2	493	36	7.3	7.302231237322515
myv	Erzya	2499	274	11.0	10.964385754301722	503	78	15.5	15.506958250497018	503	51	10.1	10.139165009940358	500	57	11.4	11.4	500	48	9.6	9.6	493	40	8.1	8.113590263691684
udm	Udmurt	2499	271	10.8	10.844337735094038	503	82	16.3	16.302186878727635	503	60	11.9	11.928429423459244	500	61	12.2	12.2	500	40	8.0	8.0	493	28	5.7	5.679513184584178
bua	Buryat	2499	264	10.6	10.56422569027611	503	82	16.3	16.302186878727635	503	58	11.5	11.530815109343937	500	47	9.4	9.4	500	44	8.8	8.8	493	33	6.7	6.693711967545639
su	Sundanese	2499	262	10.5	10.484193677470989	503	97	19.3	19.284294234592444	503	42	8.3	8.34990059642147	500	45	9.0	9.0	500	42	8.4	8.4	493	36	7.3	7.302231237322515
inh	Ingush	2499	256	10.2	10.244097639055623	503	85	16.9	16.898608349900595	503	52	10.3	10.337972166998012	500	42	8.4	8.4	500	49	9.8	9.8	493	28	5.7	5.679513184584178
mfe	Mauritian Creole	2499	255	10.2	10.204081632653061	503	94	18.7	18.687872763419485	503	49	9.7	9.74155069582505	500	44	8.8	8.8	500	37	7.4	7.4	493	31	6.3	6.288032454361055
sga	Old Irish	2499	252	10.1	10.084033613445378	503	124	24.7	24.652087475149106	503	45	8.9	8.946322067594433	500	25	5.0	5.0	500	35	7.0	7.0	493	23	4.7	4.665314401622718
mg	Malagasy	2499	249	10.0	9.963985594237695	503	63	12.5	12.524850894632207	503	53	10.5	10.536779324055667	500	53	10.6	10.6	500	42	8.4	8.4	493	38	7.7	7.707910750507099
pap	Papiamentu	2499	247	9.9	9.883953581432573	503	96	19.1	19.08548707753479	503	44	8.7	8.747514910536779	500	46	9.2	9.2	500	37	7.4	7.4	493	24	4.9	4.8681541582150105
sm	Samoan	2499	239	9.6	9.563825530212085	503	66	13.1	13.121272365805169	503	45	8.9	8.946322067594433	500	49	9.8	9.8	500	45	9.0	9.0	493	34	6.9	6.896551724137931
mwl	Mirandese	2499	239	9.6	9.563825530212085	503	78	15.5	15.506958250497018	503	43	8.5	8.548707753479125	500	52	10.4	10.4	500	36	7.2	7.2	493	30	6.1	6.085192697768763
aii	Assyrian Neo-Aramaic	2499	238	9.5	9.523809523809524	503	79	15.7	15.705765407554672	503	44	8.7	8.747514910536779	500	50	10.0	10.0	500	34	6.8	6.8	493	31	6.3	6.288032454361055
to	Tongan	2499	237	9.5	9.483793517406962	503	61	12.1	12.127236580516898	503	49	9.7	9.74155069582505	500	53	10.6	10.6	500	43	8.6	8.6	493	31	6.3	6.288032454361055
uga	Ugaritic	2499	234	9.4	9.363745498199279	503	81	16.1	16.10337972166998	503	49	9.7	9.74155069582505	500	35	7.0	7.0	500	41	8.2	8.2	493	28	5.7	5.679513184584178
mhr	Eastern Mari	2499	234	9.4	9.363745498199279	503	70	13.9	13.916500994035784	503	60	11.9	11.928429423459244	500	32	6.4	6.4	500	38	7.6	7.6	493	34	6.9	6.896551724137931
kum	Kumyk	2499	227	9.1	9.083633453381353	503	85	16.9	16.898608349900595	503	39	7.8	7.753479125248509	500	34	6.8	6.8	500	44	8.8	8.8	493	25	5.1	5.070993914807302
non	Old Norse	2499	226	9.0	9.043617446978791	503	79	15.7	15.705765407554672	503	51	10.1	10.139165009940358	500	38	7.6	7.6	500	30	6.0	6.0	493	28	5.7	5.679513184584178
mrw	Maranao	2499	224	9.0	8.96358543417367	503	77	15.3	15.308151093439363	503	43	8.5	8.548707753479125	500	31	6.2	6.2	500	50	10.0	10.0	493	23	4.7	4.665314401622718
rom	Romani	2499	224	9.0	8.96358543417367	503	103	20.5	20.47713717693837	503	44	8.7	8.747514910536779	500	39	7.8	7.8	500	25	5.0	5.0	493	13	2.6	2.636916835699797
pmd	Piedmontese	2499	215	8.6	8.60344137655062	503	70	13.9	13.916500994035784	503	44	8.7	8.747514910536779	500	41	8.2	8.2	500	35	7.0	7.0	493	25	5.1	5.070993914807302
liv	Livonian	2499	211	8.4	8.443377350940375	503	90	17.9	17.892644135188867	503	30	6.0	5.964214711729622	500	44	8.8	8.8	500	27	5.4	5.4	493	20	4.1	4.056795131845842
ilo	Ilocano	2499	207	8.3	8.283313325330132	503	58	11.5	11.530815109343937	503	42	8.3	8.34990059642147	500	40	8.0	8.0	500	35	7.0	7.0	493	32	6.5	6.490872210953347
nds-de	German Low German	2499	206	8.2	8.24329731892757	503	68	13.5	13.518886679920477	503	40	8.0	7.952286282306163	500	45	9.0	9.0	500	28	5.6	5.6	493	25	5.1	5.070993914807302
sd	Sindhi	2499	204	8.2	8.16326530612245	503	73	14.5	14.512922465208748	503	33	6.6	6.560636182902584	500	36	7.2	7.2	500	39	7.8	7.8	493	23	4.7	4.665314401622718
ady	West Circassian	2499	204	8.2	8.16326530612245	503	69	13.7	13.717693836978132	503	40	8.0	7.952286282306163	500	38	7.6	7.6	500	31	6.2	6.2	493	26	5.3	5.273833671399594
lez	Lezgi	2499	202	8.1	8.083233293317328	503	62	12.3	12.326043737574553	503	43	8.5	8.548707753479125	500	40	8.0	8.0	500	35	7.0	7.0	493	22	4.5	4.462474645030426
mhn	Mòcheno	2499	198	7.9	7.923169267707083	503	89	17.7	17.693836978131213	503	33	6.6	6.560636182902584	500	38	7.6	7.6	500	23	4.6	4.6	493	15	3.0	3.0425963488843815
nah	Nahuatl	2499	198	7.9	7.923169267707083	503	68	13.5	13.518886679920477	503	38	7.6	7.5546719681908545	500	30	6.0	6.0	500	36	7.2	7.2	493	26	5.3	5.273833671399594
syl	Sylheti	2499	194	7.8	7.763105242096839	503	95	18.9	18.88667992047714	503	36	7.2	7.157057654075547	500	19	3.8	3.8	500	30	6.0	6.0	493	14	2.8	2.839756592292089
st	Sotho	2499	191	7.6	7.643057222889156	503	48	9.5	9.542743538767395	503	31	6.2	6.163021868787276	500	48	9.6	9.6	500	33	6.6	6.6	493	31	6.3	6.288032454361055
rgn	Romagnol	2499	188	7.5	7.523009203681473	503	62	12.3	12.326043737574553	503	31	6.2	6.163021868787276	500	37	7.4	7.4	500	36	7.2	7.2	493	22	4.5	4.462474645030426
cop	Coptic	2499	184	7.4	7.362945178071229	503	53	10.5	10.536779324055667	503	42	8.3	8.34990059642147	500	40	8.0	8.0	500	28	5.6	5.6	493	21	4.3	4.259634888438134
lij	Ligurian	2499	183	7.3	7.322929171668667	503	63	12.5	12.524850894632207	503	35	7.0	6.958250497017892	500	36	7.2	7.2	500	26	5.2	5.2	493	23	4.7	4.665314401622718
wo	Wolof	2499	182	7.3	7.282913165266106	503	64	12.7	12.723658051689862	503	32	6.4	6.361829025844931	500	41	8.2	8.2	500	27	5.4	5.4	493	18	3.7	3.6511156186612577
jje	Jeju	2499	177	7.1	7.082833133253302	503	71	14.1	14.115308151093439	503	40	8.0	7.952286282306163	500	25	5.0	5.0	500	27	5.4	5.4	493	14	2.8	2.839756592292089
unm	Unami	2499	175	7.0	7.002801120448179	503	44	8.7	8.747514910536779	503	34	6.8	6.759443339960239	500	30	6.0	6.0	500	39	7.8	7.8	493	28	5.7	5.679513184584178
hrx	Hunsrik	2499	173	6.9	6.922769107643057	503	57	11.3	11.332007952286283	503	34	6.8	6.759443339960239	500	41	8.2	8.2	500	20	4.0	4.0	493	21	4.3	4.259634888438134
yai	Yaghnobi	2499	172	6.9	6.882753101240496	503	78	15.5	15.506958250497018	503	37	7.4	7.355864811133201	500	29	5.8	5.8	500	15	3.0	3.0	493	13	2.6	2.636916835699797
pa	Gurmukhi	2499	171	6.8	6.842737094837935	503	44	8.7	8.747514910536779	503	38	7.6	7.5546719681908545	500	40	8.0	8.0	500	29	5.8	5.8	493	20	4.1	4.056795131845842
mdf	Moksha	2499	170	6.8	6.802721088435374	503	51	10.1	10.139165009940358	503	34	6.8	6.759443339960239	500	31	6.2	6.2	500	33	6.6	6.6	493	21	4.3	4.259634888438134
dv	Dhivehi	2499	170	6.8	6.802721088435374	503	49	9.7	9.74155069582505	503	29	5.8	5.7654075546719685	500	40	8.0	8.0	500	25	5.0	5.0	493	27	5.5	5.476673427991886
afb	Gulf Arabic	2499	167	6.7	6.682673069227691	503	67	13.3	13.320079522862823	503	35	7.0	6.958250497017892	500	27	5.4	5.4	500	23	4.6	4.6	493	15	3.0	3.0425963488843815
ain	Ainu	2499	163	6.5	6.522609043617447	503	64	12.7	12.723658051689862	503	28	5.6	5.566600397614314	500	29	5.8	5.8	500	24	4.8	4.8	493	18	3.7	3.6511156186612577
xdq	Kaitag	2499	163	6.5	6.522609043617447	503	74	14.7	14.711729622266402	503	29	5.8	5.7654075546719685	500	28	5.6	5.6	500	21	4.2	4.2	493	11	2.2	2.231237322515213
eppel	Elfdalian	2499	162	6.5	6.482593037214886	503	53	10.5	10.536779324055667	503	26	5.2	5.168986083499006	500	33	6.6	6.6	500	28	5.6	5.6	493	22	4.5	4.462474645030426
esu	Yup'ik	2499	161	6.4	6.442577030812325	503	45	8.9	8.946322067594433	503	37	7.4	7.355864811133201	500	35	7.0	7.0	500	28	5.6	5.6	493	16	3.2	3.2454361054766734
sms	Skolt Sami	2499	159	6.4	6.362545018007203	503	53	10.5	10.536779324055667	503	28	5.6	5.566600397614314	500	40	8.0	8.0	500	23	4.6	4.6	493	15	3.0	3.0425963488843815
yua	Yucatec Maya	2499	158	6.3	6.322529011604642	503	65	12.9	12.922465208747514	503	25	5.0	4.970178926441352	500	25	5.0	5.0	500	27	5.4	5.4	493	16	3.2	3.2454361054766734
ty	Tahitian	2499	157	6.3	6.282513005202081	503	41	8.2	8.151093439363818	503	28	5.6	5.566600397614314	500	39	7.8	7.8	500	29	5.8	5.8	493	20	4.1	4.056795131845842
war	Waray-Waray	2499	155	6.2	6.202480992396959	503	61	12.1	12.127236580516898	503	24	4.8	4.7713717693836974	500	26	5.2	5.2	500	27	5.4	5.4	493	17	3.4	3.4482758620689653
krc	Karachay-Balkar	2499	150	6.0	6.002400960384153	503	49	9.7	9.74155069582505	503	31	6.2	6.163021868787276	500	29	5.8	5.8	500	20	4.0	4.0	493	21	4.3	4.259634888438134
syc	Classical Syriac	2499	150	6.0	6.002400960384153	503	49	9.7	9.74155069582505	503	33	6.6	6.560636182902584	500	25	5.0	5.0	500	26	5.2	5.2	493	17	3.4	3.4482758620689653
ks	Kashmiri	2499	150	6.0	6.002400960384153	503	45	8.9	8.946322067594433	503	27	5.4	5.36779324055666	500	28	5.6	5.6	500	28	5.6	5.6	493	22	4.5	4.462474645030426
xh	Xhosa	2499	149	6.0	5.9623849539815925	503	47	9.3	9.343936381709742	503	23	4.6	4.572564612326044	500	34	6.8	6.8	500	30	6.0	6.0	493	15	3.0	3.0425963488843815
fj	Fijian	2499	148	5.9	5.922368947579032	503	49	9.7	9.74155069582505	503	21	4.2	4.174950298210735	500	39	7.8	7.8	500	24	4.8	4.8	493	15	3.0	3.0425963488843815
li	Limburgish	2499	142	5.7	5.6822729091636655	503	45	8.9	8.946322067594433	503	29	5.8	5.7654075546719685	500	28	5.6	5.6	500	23	4.6	4.6	493	17	3.4	3.4482758620689653
tab	Tabasaran	2499	140	5.6	5.602240896358543	503	44	8.7	8.747514910536779	503	30	6.0	5.964214711729622	500	22	4.4	4.4	500	28	5.6	5.6	493	16	3.2	3.2454361054766734
bal	Baluchi	2499	137	5.5	5.482192877150861	503	45	8.9	8.946322067594433	503	26	5.2	5.168986083499006	500	21	4.2	4.2	500	25	5.0	5.0	493	20	4.1	4.056795131845842
wym	Vilamovian	2499	134	5.4	5.362144857943178	503	36	7.2	7.157057654075547	503	22	4.4	4.3737574552683895	500	27	5.4	5.4	500	26	5.2	5.2	493	23	4.7	4.665314401622718
pox	Polabian	2499	134	5.4	5.362144857943178	503	45	8.9	8.946322067594433	503	27	5.4	5.36779324055666	500	18	3.6	3.6	500	27	5.4	5.4	493	17	3.4	3.4482758620689653
gag	Gagauz	2499	133	5.3	5.322128851540616	503	41	8.2	8.151093439363818	503	31	6.2	6.163021868787276	500	24	4.8	4.8	500	20	4.0	4.0	493	17	3.4	3.4482758620689653
tly	Talysh	2499	132	5.3	5.282112845138055	503	55	10.9	10.934393638170974	503	20	4.0	3.9761431411530817	500	24	4.8	4.8	500	20	4.0	4.0	493	13	2.6	2.636916835699797
krl	Karelian	2499	125	5.0	5.002000800320128	503	49	9.7	9.74155069582505	503	20	4.0	3.9761431411530817	500	20	4.0	4.0	500	19	3.8	3.8	493	17	3.4	3.4482758620689653
stq	Saterland Frisian	2499	124	5.0	4.961984793917567	503	38	7.6	7.5546719681908545	503	24	4.8	4.7713717693836974	500	29	5.8	5.8	500	16	3.2	3.2	493	17	3.4	3.4482758620689653
akk	Akkadian	2499	124	5.0	4.961984793917567	503	43	8.5	8.548707753479125	503	30	6.0	5.964214711729622	500	23	4.6	4.6	500	16	3.2	3.2	493	12	2.4	2.4340770791075053
tzm	Central Atlas Tamazight	2499	118	4.7	4.721888755502201	503	43	8.5	8.548707753479125	503	23	4.6	4.572564612326044	500	25	5.0	5.0	500	16	3.2	3.2	493	11	2.2	2.231237322515213
roa-tar	Tarantino	2499	116	4.6	4.641856742697079	503	45	8.9	8.946322067594433	503	18	3.6	3.5785288270377733	500	21	4.2	4.2	500	19	3.8	3.8	493	13	2.6	2.636916835699797
xmf	Mingrelian	2499	116	4.6	4.641856742697079	503	34	6.8	6.759443339960239	503	20	4.0	3.9761431411530817	500	28	5.6	5.6	500	20	4.0	4.0	493	14	2.8	2.839756592292089
cjy	Jin	2499	113	4.5	4.5218087234893956	503	34	6.8	6.759443339960239	503	27	5.4	5.36779324055666	500	19	3.8	3.8	500	18	3.6	3.6	493	15	3.0	3.0425963488843815
koi	Komi-Permyak	2499	112	4.5	4.481792717086835	503	36	7.2	7.157057654075547	503	23	4.6	4.572564612326044	500	23	4.6	4.6	500	17	3.4	3.4	493	13	2.6	2.636916835699797
vro	Võro	2499	111	4.4	4.441776710684274	503	35	7.0	6.958250497017892	503	20	4.0	3.9761431411530817	500	28	5.6	5.6	500	15	3.0	3.0	493	13	2.6	2.636916835699797
dz	Dzongkha	2499	110	4.4	4.401760704281712	503	31	6.2	6.163021868787276	503	22	4.4	4.3737574552683895	500	29	5.8	5.8	500	16	3.2	3.2	493	12	2.4	2.4340770791075053
hsn	Xiang	2499	109	4.4	4.361744697879152	503	36	7.2	7.157057654075547	503	23	4.6	4.572564612326044	500	23	4.6	4.6	500	14	2.8	2.8	493	13	2.6	2.636916835699797
rhg	Rohingya	2499	108	4.3	4.321728691476591	503	28	5.6	5.566600397614314	503	27	5.4	5.36779324055666	500	19	3.8	3.8	500	19	3.8	3.8	493	15	3.0	3.0425963488843815
mnp	Northern Min	2499	108	4.3	4.321728691476591	503	38	7.6	7.5546719681908545	503	21	4.2	4.174950298210735	500	19	3.8	3.8	500	16	3.2	3.2	493	14	2.8	2.839756592292089
gan	Gan	2499	108	4.3	4.321728691476591	503	38	7.6	7.5546719681908545	503	20	4.0	3.9761431411530817	500	20	4.0	4.0	500	17	3.4	3.4	493	13	2.6	2.636916835699797
kdb	East Circassian	2499	108	4.3	4.321728691476591	503	35	7.0	6.958250497017892	503	24	4.8	4.7713717693836974	500	13	2.6	2.6	500	18	3.6	3.6	493	18	3.7	3.6511156186612577
bar	Bavarian	2499	106	4.2	4.2416966786714685	503	36	7.2	7.157057654075547	503	23	4.6	4.572564612326044	500	18	3.6	3.6	500	17	3.4	3.4	493	12	2.4	2.4340770791075053
sva	Svan	2499	104	4.2	4.161664665866347	503	24	4.8	4.7713717693836974	503	19	3.8	3.7773359840954273	500	22	4.4	4.4	500	23	4.6	4.6	493	16	3.2	3.2454361054766734
rcf	Réunion Creole French	2499	102	4.1	4.081632653061225	503	40	8.0	7.952286282306163	503	22	4.4	4.3737574552683895	500	19	3.8	3.8	500	11	2.2	2.2	493	10	2.0	2.028397565922921
ttt	Tat	2499	98	3.9	3.9215686274509802	503	36	7.2	7.157057654075547	503	23	4.6	4.572564612326044	500	20	4.0	4.0	500	13	2.6	2.6	493	6	1.2	1.2170385395537526
mel	Central Melanau	2499	96	3.8	3.8415366146458583	503	17	3.4	3.3797216699801194	503	18	3.6	3.5785288270377733	500	21	4.2	4.2	500	22	4.4	4.4	493	18	3.7	3.6511156186612577
prg	Old Prussian	2499	94	3.8	3.7615046018407363	503	33	6.6	6.560636182902584	503	20	4.0	3.9761431411530817	500	18	3.6	3.6	500	13	2.6	2.6	493	10	2.0	2.028397565922921
iu	Inuktitut	2499	94	3.8	3.7615046018407363	503	26	5.2	5.168986083499006	503	16	3.2	3.1809145129224654	500	22	4.4	4.4	500	16	3.2	3.2	493	14	2.8	2.839756592292089
mh	Marshallese	2499	93	3.7	3.721488595438175	503	26	5.2	5.168986083499006	503	21	4.2	4.174950298210735	500	17	3.4	3.4	500	12	2.4	2.4	493	17	3.4	3.4482758620689653
nog	Nogai	2499	92	3.7	3.6814725890356144	503	21	4.2	4.174950298210735	503	20	4.0	3.9761431411530817	500	19	3.8	3.8	500	20	4.0	4.0	493	12	2.4	2.4340770791075053
udi	Udi	2499	91	3.6	3.641456582633053	503	37	7.4	7.355864811133201	503	21	4.2	4.174950298210735	500	12	2.4	2.4	500	15	3.0	3.0	493	6	1.2	1.2170385395537526
dtp	Central Dusun	2499	89	3.6	3.561424569827931	503	37	7.4	7.355864811133201	503	15	3.0	2.982107355864811	500	20	4.0	4.0	500	8	1.6	1.6	493	9	1.8	1.8255578093306288
bi	Bislama	2499	84	3.4	3.361344537815126	503	35	7.0	6.958250497017892	503	15	3.0	2.982107355864811	500	22	4.4	4.4	500	6	1.2	1.2	493	6	1.2	1.2170385395537526
egl	Emilian	2499	80	3.2	3.2012805122048817	503	28	5.6	5.566600397614314	503	10	2.0	1.9880715705765408	500	19	3.8	3.8	500	12	2.4	2.4	493	11	2.2	2.231237322515213
win	Winnebago	2499	79	3.2	3.161264505802321	503	25	5.0	4.970178926441352	503	13	2.6	2.584493041749503	500	25	5.0	5.0	500	8	1.6	1.6	493	8	1.6	1.6227180527383367
xsr	Sherpa	2499	79	3.2	3.161264505802321	503	36	7.2	7.157057654075547	503	13	2.6	2.584493041749503	500	13	2.6	2.6	500	11	2.2	2.2	493	6	1.2	1.2170385395537526
ofs	Old Frisian	2499	79	3.2	3.161264505802321	503	40	8.0	7.952286282306163	503	14	2.8	2.783300198807157	500	15	3.0	3.0	500	5	1.0	1.0	493	5	1.0	1.0141987829614605
kaa	Karakalpak	2499	74	3.0	2.961184473789516	503	21	4.2	4.174950298210735	503	16	3.2	3.1809145129224654	500	15	3.0	3.0	500	7	1.4	1.4	493	15	3.0	3.0425963488843815
rw	Rwanda-Rundi	2499	74	3.0	2.961184473789516	503	25	5.0	4.970178926441352	503	9	1.8	1.7892644135188867	500	18	3.6	3.6	500	10	2.0	2.0	493	12	2.4	2.4340770791075053
ale	Aleut	2499	73	2.9	2.9211684673869547	503	27	5.4	5.36779324055666	503	12	2.4	2.3856858846918487	500	15	3.0	3.0	500	9	1.8	1.8	493	10	2.0	2.028397565922921
iba	Iban	2499	70	2.8	2.8011204481792715	503	24	4.8	4.7713717693836974	503	9	1.8	1.7892644135188867	500	13	2.6	2.6	500	13	2.6	2.6	493	11	2.2	2.231237322515213
tkl	Tokelauan	2499	70	2.8	2.8011204481792715	503	20	4.0	3.9761431411530817	503	16	3.2	3.1809145129224654	500	20	4.0	4.0	500	9	1.8	1.8	493	5	1.0	1.0141987829614605
goh	Old High German	2499	68	2.7	2.7210884353741496	503	23	4.6	4.572564612326044	503	14	2.8	2.783300198807157	500	18	3.6	3.6	500	9	1.8	1.8	493	4	0.8	0.8113590263691683
chy	Cheyenne	2499	67	2.7	2.681072428971589	503	19	3.8	3.7773359840954273	503	11	2.2	2.1868787276341948	500	15	3.0	3.0	500	11	2.2	2.2	493	11	2.2	2.231237322515213
lbe	Lak	2499	62	2.5	2.4809923969587837	503	21	4.2	4.174950298210735	503	11	2.2	2.1868787276341948	500	10	2.0	2.0	500	11	2.2	2.2	493	9	1.8	1.8255578093306288
aqc	Archi	2499	59	2.4	2.3609443777511006	503	23	4.6	4.572564612326044	503	14	2.8	2.783300198807157	500	9	1.8	1.8	500	6	1.2	1.2	493	7	1.4	1.4198782961460445
akz	Alabama	2499	57	2.3	2.2809123649459786	503	12	2.4	2.3856858846918487	503	4	0.8	0.7952286282306164	500	20	4.0	4.0	500	10	2.0	2.0	493	11	2.2	2.231237322515213
jam	Jamaican Creole	2499	57	2.3	2.2809123649459786	503	24	4.8	4.7713717693836974	503	11	2.2	2.1868787276341948	500	16	3.2	3.2	500	3	0.6	0.6	493	3	0.6	0.6085192697768763
